,Name,Composer,Name
1890,Easy,,Alternative & Punk
1891,From Out Of Nowhere,Faith No More,Alternative & Punk
1892,Epic,Faith No More,Alternative & Punk
1893,Falling To Pieces,Faith No More,Alternative & Punk
1894,Surprise! You're Dead!,Faith No More,Alternative & Punk
1895,Zombie Eaters,Faith No More,Alternative & Punk
1896,The Real Thing,Faith No More,Alternative & Punk
1897,Underwater Love,Faith No More,Alternative & Punk
1898,The Morning After,Faith No More,Alternative & Punk
1899,Woodpecker From Mars,Faith No More,Alternative & Punk
1900,War Pigs,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",Alternative & Punk
1901,Edge Of The World,Faith No More,Alternative & Punk
1902,All My Life,Foo Fighters,Alternative & Punk
1903,Low,Foo Fighters,Alternative & Punk
1904,Have It All,Foo Fighters,Alternative & Punk
1905,Times Like These,Foo Fighters,Alternative & Punk
1906,Disenchanted Lullaby,Foo Fighters,Alternative & Punk
1907,Tired Of You,Foo Fighters,Alternative & Punk
1908,Halo,Foo Fighters,Alternative & Punk
1909,Lonely As You,Foo Fighters,Alternative & Punk
1910,Overdrive,Foo Fighters,Alternative & Punk
1911,Burn Away,Foo Fighters,Alternative & Punk
1912,Come Back,Foo Fighters,Alternative & Punk
1913,American Idiot,"Billie Joe Armstrong, Mike Dirnt, Tré Cool",Alternative & Punk
1914,Jesus Of Suburbia / City Of The Damned / I Don't Care / Dearly Beloved / Tales Of Another Broken Home,Billie Joe Armstrong/Green Day,Alternative & Punk
1915,Holiday,"Billie Joe Armstrong, Mike Dirnt, Tré Cool",Alternative & Punk
1916,Boulevard Of Broken Dreams,"Mike Dint, Billie Joe, Tré Cool",Alternative & Punk
1917,Are We The Waiting,Green Day,Alternative & Punk
1918,St. Jimmy,Green Day,Alternative & Punk
1919,Give Me Novacaine,Green Day,Alternative & Punk
1920,She's A Rebel,Green Day,Alternative & Punk
1921,Extraordinary Girl,Green Day,Alternative & Punk
1922,Letterbomb,Green Day,Alternative & Punk
1923,Wake Me Up When September Ends,"Mike Dint, Billie Joe, Tré Cool",Alternative & Punk
1924,Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again,Mike Dirnt/Tré Cool,Alternative & Punk
1925,Whatsername,Green Day,Alternative & Punk
1926,Last Chance,C. Cester/C. Muncey,Alternative & Punk
1927,Are You Gonna Be My Girl,C. Muncey/N. Cester,Alternative & Punk
1928,Rollover D.J.,C. Cester/N. Cester,Alternative & Punk
1929,Look What You've Done,N. Cester,Alternative & Punk
1930,Get What You Need,C. Cester/C. Muncey/N. Cester,Alternative & Punk
1931,Move On,C. Cester/N. Cester,Alternative & Punk
1932,Radio Song,C. Cester/C. Muncey/N. Cester,Alternative & Punk
1933,Get Me Outta Here,C. Cester/N. Cester,Alternative & Punk
1934,Cold Hard Bitch,C. Cester/C. Muncey/N. Cester,Alternative & Punk
1935,Come Around Again,C. Muncey/N. Cester,Alternative & Punk
1936,Take It Or Leave It,C. Muncey/N. Cester,Alternative & Punk
1937,Lazy Gun,C. Cester/N. Cester,Alternative & Punk
1938,Timothy,C. Cester,Alternative & Punk
1939,Life Wasted,Stone Gossard,Alternative & Punk
1940,World Wide Suicide,Eddie Vedder,Alternative & Punk
1941,Comatose,Mike McCready & Stone Gossard,Alternative & Punk
1942,Severed Hand,Eddie Vedder,Alternative & Punk
1943,Marker In The Sand,Mike McCready,Alternative & Punk
1944,Parachutes,Stone Gossard,Alternative & Punk
1945,Unemployable,Matt Cameron & Mike McCready,Alternative & Punk
1946,Big Wave,Jeff Ament,Alternative & Punk
1947,Gone,Eddie Vedder,Alternative & Punk
1948,Wasted Reprise,Stone Gossard,Alternative & Punk
1949,Army Reserve,Jeff Ament,Alternative & Punk
1950,Come Back,Eddie Vedder & Mike McCready,Alternative & Punk
1951,Inside Job,Eddie Vedder & Mike McCready,Alternative & Punk
1952,Shiny Happy People,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,Alternative & Punk
1953,Me In Honey,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,Alternative & Punk
1954,Radio Song,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,Alternative & Punk
1955,Pop Song 89,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,Alternative & Punk
1956,Get Up,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,Alternative & Punk
1957,You Are The Everything,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,Alternative & Punk
1958,Stand,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,Alternative & Punk
1959,World Leader Pretend,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,Alternative & Punk
1960,The Wrong Child,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,Alternative & Punk
1961,Orange Crush,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,Alternative & Punk
1962,Turn You Inside-Out,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,Alternative & Punk
1963,Hairshirt,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,Alternative & Punk
1964,I Remember California,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,Alternative & Punk
1965,Untitled,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,Alternative & Punk
1966,Losing My Religion,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,Alternative & Punk
1967,Low,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,Alternative & Punk
1968,Near Wild Heaven,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,Alternative & Punk
1969,Endgame,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,Alternative & Punk
1970,Belong,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,Alternative & Punk
1971,Half A World Away,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,Alternative & Punk
1972,Texarkana,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,Alternative & Punk
1973,Country Feedback,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,Alternative & Punk
1974,Carnival Of Sorts,R.E.M.,Alternative & Punk
1975,Radio Free Aurope,R.E.M.,Alternative & Punk
1976,Perfect Circle,R.E.M.,Alternative & Punk
1977,Talk About The Passion,R.E.M.,Alternative & Punk
1978,So Central Rain,R.E.M.,Alternative & Punk
1979,Don't Go Back To Rockville,R.E.M.,Alternative & Punk
1980,Pretty Persuasion,R.E.M.,Alternative & Punk
1981,Green Grow The Rushes,R.E.M.,Alternative & Punk
1982,Can't Get There From Here,R.E.M.,Alternative & Punk
1983,Driver 8,R.E.M.,Alternative & Punk
1984,Fall On Me,R.E.M.,Alternative & Punk
1985,I Believe,R.E.M.,Alternative & Punk
1986,Cuyahoga,R.E.M.,Alternative & Punk
1987,The One I Love,R.E.M.,Alternative & Punk
1988,The Finest Worksong,R.E.M.,Alternative & Punk
1989,It's The End Of The World As We Know It (And I Feel Fine),R.E.M.,Alternative & Punk
1990,Infeliz Natal,Rodolfo,Alternative & Punk
1991,A Sua,Rodolfo,Alternative & Punk
1992,Papeau Nuky Doe,Rodolfo,Alternative & Punk
1993,Merry Christmas,Rodolfo,Alternative & Punk
1994,Bodies,Rodolfo,Alternative & Punk
1995,Puteiro Em João Pessoa,Rodolfo,Alternative & Punk
1996,Esporrei Na Manivela,Rodolfo,Alternative & Punk
1997,Bê-a-Bá,Rodolfo,Alternative & Punk
1998,Cajueiro,Rodolfo,Alternative & Punk
1999,Palhas Do Coqueiro,Rodolfo,Alternative & Punk
2000,The Power Of Equality,Anthony Kiedis/Chad Smith/Flea/John Frusciante,Alternative & Punk
2001,If You Have To Ask,Anthony Kiedis/Chad Smith/Flea/John Frusciante,Alternative & Punk
2002,Breaking The Girl,Anthony Kiedis/Chad Smith/Flea/John Frusciante,Alternative & Punk
2003,Funky Monks,Anthony Kiedis/Chad Smith/Flea/John Frusciante,Alternative & Punk
2004,Suck My Kiss,Anthony Kiedis/Chad Smith/Flea/John Frusciante,Alternative & Punk
2005,I Could Have Lied,Anthony Kiedis/Chad Smith/Flea/John Frusciante,Alternative & Punk
2006,Mellowship Slinky In B Major,Anthony Kiedis/Chad Smith/Flea/John Frusciante,Alternative & Punk
2007,The Righteous & The Wicked,Anthony Kiedis/Chad Smith/Flea/John Frusciante,Alternative & Punk
2008,Give It Away,Anthony Kiedis/Chad Smith/Flea/John Frusciante,Alternative & Punk
2009,Blood Sugar Sex Magik,Anthony Kiedis/Chad Smith/Flea/John Frusciante,Alternative & Punk
2010,Under The Bridge,Anthony Kiedis/Chad Smith/Flea/John Frusciante,Alternative & Punk
2011,Naked In The Rain,Anthony Kiedis/Chad Smith/Flea/John Frusciante,Alternative & Punk
2012,Apache Rose Peacock,Anthony Kiedis/Chad Smith/Flea/John Frusciante,Alternative & Punk
2013,The Greeting Song,Anthony Kiedis/Chad Smith/Flea/John Frusciante,Alternative & Punk
2014,My Lovely Man,Anthony Kiedis/Chad Smith/Flea/John Frusciante,Alternative & Punk
2015,Sir Psycho Sexy,Anthony Kiedis/Chad Smith/Flea/John Frusciante,Alternative & Punk
2016,They're Red Hot,Robert Johnson,Alternative & Punk
2017,Lucky 13,Billy Corgan,Alternative & Punk
2018,Aeroplane Flies High,Billy Corgan,Alternative & Punk
2019,Because You Are,Billy Corgan,Alternative & Punk
2020,Slow Dawn,Billy Corgan,Alternative & Punk
2021,Believe,James Iha,Alternative & Punk
2022,My Mistake,Billy Corgan,Alternative & Punk
2023,Marquis In Spades,Billy Corgan,Alternative & Punk
2024,Here's To The Atom Bomb,Billy Corgan,Alternative & Punk
2025,Sparrow,Billy Corgan,Alternative & Punk
2026,Waiting,Billy Corgan,Alternative & Punk
2027,Saturnine,Billy Corgan,Alternative & Punk
2028,Rock On,David Cook,Alternative & Punk
2029,Set The Ray To Jerry,Billy Corgan,Alternative & Punk
2030,Winterlong,Billy Corgan,Alternative & Punk
2031,Soot & Stars,Billy Corgan,Alternative & Punk
2032,Blissed & Gone,Billy Corgan,Alternative & Punk
2033,Siva,Billy Corgan,Alternative & Punk
2034,Rhinocerous,Billy Corgan,Alternative & Punk
2035,Drown,Billy Corgan,Alternative & Punk
2036,Cherub Rock,Billy Corgan,Alternative & Punk
2037,Today,Billy Corgan,Alternative & Punk
2038,Disarm,Billy Corgan,Alternative & Punk
2039,Landslide,Stevie Nicks,Alternative & Punk
2040,Bullet With Butterfly Wings,Billy Corgan,Alternative & Punk
2041,1979,Billy Corgan,Alternative & Punk
2042,Zero,Billy Corgan,Alternative & Punk
2043,"Tonight, Tonight",Billy Corgan,Alternative & Punk
2044,Eye,Billy Corgan,Alternative & Punk
2045,Ava Adore,Billy Corgan,Alternative & Punk
2046,Perfect,Billy Corgan,Alternative & Punk
2047,The Everlasting Gaze,Billy Corgan,Alternative & Punk
2048,Stand Inside Your Love,Billy Corgan,Alternative & Punk
2049,Real Love,Billy Corgan,Alternative & Punk
2050,[Untitled],Billy Corgan,Alternative & Punk
2051,White Riot,Joe Strummer/Mick Jones,Alternative & Punk
2052,Remote Control,Joe Strummer/Mick Jones,Alternative & Punk
2053,Complete Control,Joe Strummer/Mick Jones,Alternative & Punk
2054,Clash City Rockers,Joe Strummer/Mick Jones,Alternative & Punk
2055,(White Man) In Hammersmith Palais,Joe Strummer/Mick Jones,Alternative & Punk
2056,Tommy Gun,Joe Strummer/Mick Jones,Alternative & Punk
2057,English Civil War,Mick Jones/Traditional arr. Joe Strummer,Alternative & Punk
2058,I Fought The Law,Sonny Curtis,Alternative & Punk
2059,London Calling,Joe Strummer/Mick Jones,Alternative & Punk
2060,Train In Vain,Joe Strummer/Mick Jones,Alternative & Punk
2061,Bankrobber,Joe Strummer/Mick Jones,Alternative & Punk
2062,The Call Up,The Clash,Alternative & Punk
2063,Hitsville UK,The Clash,Alternative & Punk
2064,The Magnificent Seven,The Clash,Alternative & Punk
2065,This Is Radio Clash,The Clash,Alternative & Punk
2066,Know Your Rights,The Clash,Alternative & Punk
2067,Rock The Casbah,The Clash,Alternative & Punk
2068,Should I Stay Or Should I Go,The Clash,Alternative & Punk
2069,Walking Wounded,The Tea Party,Alternative & Punk
2070,Temptation,The Tea Party,Alternative & Punk
2071,The Messenger,Daniel Lanois,Alternative & Punk
2072,Psychopomp,The Tea Party,Alternative & Punk
2073,Sister Awake,The Tea Party,Alternative & Punk
2074,The Bazaar,The Tea Party,Alternative & Punk
2075,Save Me (Remix),The Tea Party,Alternative & Punk
2076,Fire In The Head,The Tea Party,Alternative & Punk
2077,Release,The Tea Party,Alternative & Punk
2078,Heaven Coming Down,The Tea Party,Alternative & Punk
2079,The River (Remix),The Tea Party,Alternative & Punk
2080,Babylon,The Tea Party,Alternative & Punk
2081,Waiting On A Sign,The Tea Party,Alternative & Punk
2082,Life Line,The Tea Party,Alternative & Punk
2083,Paint It Black,Keith Richards/Mick Jagger,Alternative & Punk
2084,Temptation,The Tea Party,Alternative & Punk
2085,Army Ants,The Tea Party,Alternative & Punk
2086,Psychopomp,The Tea Party,Alternative & Punk
2087,Gyroscope,The Tea Party,Alternative & Punk
2088,Alarum,The Tea Party,Alternative & Punk
2089,Release,The Tea Party,Alternative & Punk
2090,Transmission,The Tea Party,Alternative & Punk
2091,Babylon,The Tea Party,Alternative & Punk
2092,Pulse,The Tea Party,Alternative & Punk
2093,Emerald,The Tea Party,Alternative & Punk
2094,Aftermath,The Tea Party,Alternative & Punk
2095,Comida,Titãs,Alternative & Punk
2096,Go Back,Titãs,Alternative & Punk
2097,Prá Dizer Adeus,Titãs,Alternative & Punk
2098,Família,Titãs,Alternative & Punk
2099,Os Cegos Do Castelo,Titãs,Alternative & Punk
2100,O Pulso,Titãs,Alternative & Punk
2101,Marvin,Titãs,Alternative & Punk
2102,Nem 5 Minutos Guardados,Titãs,Alternative & Punk
2103,Flores,Titãs,Alternative & Punk
2104,Palavras,Titãs,Alternative & Punk
2105,Hereditário,Titãs,Alternative & Punk
2106,A Melhor Forma,Titãs,Alternative & Punk
2107,Cabeça Dinossauro,Titãs,Alternative & Punk
2108,32 Dentes,Titãs,Alternative & Punk
2109,Bichos Escrotos (Vinheta),Titãs,Alternative & Punk
2110,Não Vou Lutar,Titãs,Alternative & Punk
2111,Homem Primata (Vinheta),Titãs,Alternative & Punk
2112,Homem Primata,Titãs,Alternative & Punk
2113,Polícia (Vinheta),Titãs,Alternative & Punk
2114,Querem Meu Sangue,Titãs,Alternative & Punk
2115,Diversão,Titãs,Alternative & Punk
2116,Televisão,Titãs,Alternative & Punk
2117,Sonifera Ilha,Branco Mello/Carlos Barmack/Ciro Pessoa/Marcelo Fromer/Toni Belloto,Alternative & Punk
2118,Lugar Nenhum,Arnaldo Antunes/Charles Gavin/Marcelo Fromer/Sérgio Britto/Toni Bellotto,Alternative & Punk
2119,Sua Impossivel Chance,Nando Reis,Alternative & Punk
2120,Desordem,Charles Gavin/Marcelo Fromer/Sérgio Britto,Alternative & Punk
2121,Não Vou Me Adaptar,Arnaldo Antunes,Alternative & Punk
2122,Domingo,Sérgio Britto/Toni Bellotto,Alternative & Punk
2123,Amanhã Não Se Sabe,Sérgio Britto,Alternative & Punk
2124,Caras Como Eu,Toni Bellotto,Alternative & Punk
2125,Senhora E Senhor,Arnaldo Anutnes/Marcelo Fromer/Paulo Miklos,Alternative & Punk
2126,Era Uma Vez,Arnaldo Anutnes/Branco Mello/Marcelo Fromer/Sergio Brotto/Toni Bellotto,Alternative & Punk
2127,Miséria,"Arnaldo Antunes/Britto, SergioMiklos, Paulo",Alternative & Punk
2128,Insensível,Sérgio Britto,Alternative & Punk
2129,Eu E Ela,Nando Reis,Alternative & Punk
2130,Toda Cor,Ciro Pressoa/Marcelo Fromer,Alternative & Punk
2131,É Preciso Saber Viver,Erasmo Carlos/Roberto Carlos,Alternative & Punk
2132,Senhor Delegado/Eu Não Aguento,Antonio Lopes,Alternative & Punk
2133,Money,"Berry Gordy, Jr./Janie Bradford",Rock And Roll
2134,Long Tall Sally,"Enotris Johnson/Little Richard/Robert ""Bumps"" Blackwell",Rock And Roll
2135,Bad Boy,Larry Williams,Rock And Roll
2136,Twist And Shout,Bert Russell/Phil Medley,Rock And Roll
2137,Please Mr. Postman,Brian Holland/Freddie Gorman/Georgia Dobbins/Robert Bateman/William Garrett,Rock And Roll
2138,C'Mon Everybody,Eddie Cochran/Jerry Capehart,Rock And Roll
2139,Rock 'N' Roll Music,Chuck Berry,Rock And Roll
2140,Slow Down,Larry Williams,Rock And Roll
2141,Roadrunner,Bo Diddley,Rock And Roll
2142,Carol,Chuck Berry,Rock And Roll
2143,Good Golly Miss Molly,Little Richard,Rock And Roll
2144,20 Flight Rock,Ned Fairchild,Rock And Roll
2145,First Time I Met The Blues,Eurreal Montgomery,Blues
2146,Let Me Love You Baby,Willie Dixon,Blues
2147,Stone Crazy,Buddy Guy,Blues
2148,Pretty Baby,Willie Dixon,Blues
2149,When My Left Eye Jumps,Al Perkins/Willie Dixon,Blues
2150,Leave My Girl Alone,Buddy Guy,Blues
2151,She Suits Me To A Tee,Buddy Guy,Blues
2152,Keep It To Myself (Aka Keep It To Yourself),Sonny Boy Williamson [I],Blues
2153,My Time After Awhile,Robert Geddins/Ron Badger/Sheldon Feinberg,Blues
2154,Too Many Ways (Alternate),Willie Dixon,Blues
2155,Talkin' 'Bout Women Obviously,Amos Blakemore/Buddy Guy,Blues
2156,Layla,Clapton/Gordon,Blues
2157,Badge,Clapton/Harrison,Blues
2158,I Feel Free,Bruce/Clapton,Blues
2159,Sunshine Of Your Love,Bruce/Clapton,Blues
2160,Crossroads,Clapton/Robert Johnson Arr: Eric Clapton,Blues
2161,Strange Brew,Clapton/Collins/Pappalardi,Blues
2162,White Room,Bruce/Clapton,Blues
2163,Bell Bottom Blues,Clapton,Blues
2164,Cocaine,Cale/Clapton,Blues
2165,I Shot The Sheriff,Marley,Blues
2166,After Midnight,Clapton/J. J. Cale,Blues
2167,Swing Low Sweet Chariot,Clapton/Trad. Arr. Clapton,Blues
2168,Lay Down Sally,Clapton/Levy,Blues
2169,Knockin On Heavens Door,Clapton/Dylan,Blues
2170,Wonderful Tonight,Clapton,Blues
2171,Let It Grow,Clapton,Blues
2172,Promises,Clapton/F.eldman/Linn,Blues
2173,I Can't Stand It,Clapton,Blues
2174,Signe,Eric Clapton,Blues
2175,Before You Accuse Me,Eugene McDaniel,Blues
2176,Hey Hey,Big Bill Broonzy,Blues
2177,Tears In Heaven,"Eric Clapton, Will Jennings",Blues
2178,Lonely Stranger,Eric Clapton,Blues
2179,Nobody Knows You When You're Down & Out,Jimmy Cox,Blues
2180,Layla,"Eric Clapton, Jim Gordon",Blues
2181,Running On Faith,Jerry Lynn Williams,Blues
2182,Walkin' Blues,Robert Johnson,Blues
2183,Alberta,Traditional,Blues
2184,San Francisco Bay Blues,Jesse Fuller,Blues
2185,Malted Milk,Robert Johnson,Blues
2186,Old Love,"Eric Clapton, Robert Cray",Blues
2187,Rollin' And Tumblin',McKinley Morgenfield (Muddy Waters),Blues
2188,01 - Prowler,Steve Harris,Blues
2189,02 - Sanctuary,David Murray/Paul Di'Anno/Steve Harris,Blues
2190,03 - Remember Tomorrow,Harris/Paul Di´Anno,Blues
2191,04 - Running Free,Harris/Paul Di´Anno,Blues
2192,05 - Phantom of the Opera,Steve Harris,Blues
2193,06 - Transylvania,Steve Harris,Blues
2194,07 - Strange World,Steve Harris,Blues
2195,08 - Charlotte the Harlot,Murray  Dave,Blues
2196,09 - Iron Maiden,Steve Harris,Blues
2197,The House Is Rockin',Doyle Bramhall/Stevie Ray Vaughan,Blues
2198,Crossfire,B. Carter/C. Layton/R. Ellsworth/R. Wynans/T. Shannon,Blues
2199,Tightrope,Doyle Bramhall/Stevie Ray Vaughan,Blues
2200,Let Me Love You Baby,Willie Dixon,Blues
2201,Leave My Girl Alone,B. Guy,Blues
2202,Travis Walk,Stevie Ray Vaughan,Blues
2203,Wall Of Denial,Doyle Bramhall/Stevie Ray Vaughan,Blues
2204,Scratch-N-Sniff,Doyle Bramhall/Stevie Ray Vaughan,Blues
2205,Love Me Darlin',C. Burnett,Blues
2206,Riviera Paradise,Stevie Ray Vaughan,Blues
2207,Midnight From The Inside Out,Chris Robinson/Rich Robinson,Blues
2208,Sting Me,Chris Robinson/Rich Robinson,Blues
2209,Thick & Thin,Chris Robinson/Rich Robinson,Blues
2210,Greasy Grass River,Chris Robinson/Rich Robinson,Blues
2211,Sometimes Salvation,Chris Robinson/Rich Robinson,Blues
2212,Cursed Diamonds,Chris Robinson/Rich Robinson,Blues
2213,Miracle To Me,Chris Robinson/Rich Robinson,Blues
2214,Wiser Time,Chris Robinson/Rich Robinson,Blues
2215,Girl From A Pawnshop,Chris Robinson/Rich Robinson,Blues
2216,Cosmic Fiend,Chris Robinson/Rich Robinson,Blues
2217,Black Moon Creeping,Chris Robinson/Rich Robinson,Blues
2218,High Head Blues,Chris Robinson/Rich Robinson,Blues
2219,Title Song,Chris Robinson/Rich Robinson,Blues
2220,She Talks To Angels,Chris Robinson/Rich Robinson,Blues
2221,Twice As Hard,Chris Robinson/Rich Robinson,Blues
2222,Lickin',Chris Robinson/Rich Robinson,Blues
2223,Soul Singing,Chris Robinson/Rich Robinson,Blues
2224,Hard To Handle,A.Isbell/A.Jones/O.Redding,Blues
2225,Remedy,Chris Robinson/Rich Robinson,Blues
2226,Jorge Da Capadócia,Jorge Ben,Latin
2227,Prenda Minha,Tradicional,Latin
2228,Meditação,Tom Jobim - Newton Mendoça,Latin
2229,Terra,Caetano Veloso,Latin
2230,Eclipse Oculto,Caetano Veloso,Latin
2231,"Texto ""Verdade Tropical""",Caetano Veloso,Latin
2232,Bem Devagar,Gilberto Gil,Latin
2233,Drão,Gilberto Gil,Latin
2234,Saudosismo,Caetano Veloso,Latin
2235,Carolina,Chico Buarque,Latin
2236,Sozinho,Peninha,Latin
2237,Esse Cara,Caetano Veloso,Latin
2238,Mel,Caetano Veloso - Waly Salomão,Latin
2239,Linha Do Equador,Caetano Veloso - Djavan,Latin
2240,Odara,Caetano Veloso,Latin
2241,A Luz De Tieta,Caetano Veloso,Latin
2242,Atrás Da Verd-E-Rosa Só Não Vai Quem Já Morreu,David Corrêa - Paulinho Carvalho - Carlos Sena - Bira do Ponto,Latin
2243,Vida Boa,Fausto Nilo - Armandinho,Latin
2244,Sozinho (Hitmakers Classic Mix),,Latin
2245,Sozinho (Hitmakers Classic Radio Edit),,Latin
2246,Sozinho (Caêdrum 'n' Bass),,Latin
2247,Carolina,,Latin
2248,Essa Moça Ta Diferente,,Latin
2249,Vai Passar,,Latin
2250,Samba De Orly,,Latin
2251,"Bye, Bye Brasil",,Latin
2252,Atras Da Porta,,Latin
2253,Tatuagem,,Latin
2254,O Que Será (À Flor Da Terra),,Latin
2255,Morena De Angola,,Latin
2256,Apesar De Você,,Latin
2257,A Banda,,Latin
2258,Minha Historia,,Latin
2259,Com Açúcar E Com Afeto,,Latin
2260,Brejo Da Cruz,,Latin
2261,Meu Caro Amigo,,Latin
2262,Geni E O Zepelim,,Latin
2263,Trocando Em Miúdos,,Latin
2264,Vai Trabalhar Vagabundo,,Latin
2265,Gota D'água,,Latin
2266,Construção / Deus Lhe Pague,,Latin
2267,Mateus Enter,Chico Science,Latin
2268,O Cidadão Do Mundo,Chico Science,Latin
2269,Etnia,Chico Science,Latin
2270,Quilombo Groove [Instrumental],Chico Science,Latin
2271,Macô,Chico Science,Latin
2272,Um Passeio No Mundo Livre,Chico Science,Latin
2273,Samba Do Lado,Chico Science,Latin
2274,Maracatu Atômico,Chico Science,Latin
2275,O Encontro De Isaac Asimov Com Santos Dumont No Céu,Chico Science,Latin
2276,Corpo De Lama,Chico Science,Latin
2277,Sobremesa,Chico Science,Latin
2278,Manguetown,Chico Science,Latin
2279,Um Satélite Na Cabeça,Chico Science,Latin
2280,Baião Ambiental [Instrumental],Chico Science,Latin
2281,Sangue De Bairro,Chico Science,Latin
2282,Enquanto O Mundo Explode,Chico Science,Latin
2283,Interlude Zumbi,Chico Science,Latin
2284,Criança De Domingo,Chico Science,Latin
2285,Amor De Muito,Chico Science,Latin
2286,Samidarish [Instrumental],Chico Science,Latin
2287,Maracatu Atômico [Atomic Version],Chico Science,Latin
2288,Maracatu Atômico [Ragga Mix],Chico Science,Latin
2289,Maracatu Atômico [Trip Hop],Chico Science,Latin
2290,Banditismo Por Uma Questa,,Latin
2291,Banditismo Por Uma Questa,,Latin
2292,Rios Pontes & Overdrives,,Latin
2293,Cidade,,Latin
2294,Praiera,,Latin
2295,Samba Makossa,,Latin
2296,Da Lama Ao Caos,,Latin
2297,Maracatu De Tiro Certeiro,,Latin
2298,Salustiano Song,,Latin
2299,Antene Se,,Latin
2300,Risoflora,,Latin
2301,Lixo Do Mangue,,Latin
2302,Computadores Fazem Arte,,Latin
2303,Noite Do Prazer,,Latin
2304,À Francesa,,Latin
2305,Cada Um Cada Um (A Namoradeira),,Latin
2306,Linha Do Equador,,Latin
2307,Amor Demais,,Latin
2308,Férias,,Latin
2309,Gostava Tanto De Você,,Latin
2310,Flor Do Futuro,,Latin
2311,Felicidade Urgente,,Latin
2312,Livre Pra Viver,,Latin
2313,Guanabara,Marcos Valle,Latin
2314,Mas Que Nada,Jorge Ben,Latin
2315,Vôo Sobre o Horizonte,J.r.Bertami/Parana,Latin
2316,A Paz,Donato/Gilberto Gil,Latin
2317,Wave (Vou te Contar),Antonio Carlos Jobim,Latin
2318,Água de Beber,Antonio Carlos Jobim/Vinicius de Moraes,Latin
2319,Samba da Bençaco,Baden Powell/Vinicius de Moraes,Latin
2320,Pode Parar,Jorge Vercilo/Jota Maranhao,Latin
2321,Menino do Rio,Caetano Veloso,Latin
2322,Ando Meio Desligado,Caetano Veloso,Latin
2323,Mistério da Raça,Luiz Melodia/Ricardo Augusto,Latin
2324,All Star,Nando Reis,Latin
2325,Menina Bonita,Alexandre Brazil/Pedro Luis/Rodrigo Cabelo,Latin
2326,Pescador de Ilusões,Macelo Yuka/O Rappa,Latin
2327,À Vontade (Live Mix),Bombom/Ed Motta,Latin
2328,Maria Fumaça,Luiz Carlos/Oberdan,Latin
2329,Sambassim (dj patife remix),Alba Carvalho/Fernando Porto,Latin
2330,Garota De Ipanema,Vários,Latin
2331,Tim Tim Por Tim Tim,Vários,Latin
2332,Tarde Em Itapoã,Vários,Latin
2333,Tanto Tempo,Vários,Latin
2334,Eu Vim Da Bahia - Live,Vários,Latin
2335,Alô Alô Marciano,Vários,Latin
2336,Linha Do Horizonte,Vários,Latin
2337,Only A Dream In Rio,Vários,Latin
2338,Abrir A Porta,Vários,Latin
2339,Alice,Vários,Latin
2340,Momentos Que Marcam,Vários,Latin
2341,Um Jantar Pra Dois,Vários,Latin
2342,Bumbo Da Mangueira,Vários,Latin
2343,Mr Funk Samba,Vários,Latin
2344,Santo Antonio,Vários,Latin
2345,Por Você,Vários,Latin
2346,Só Tinha De Ser Com Você,Vários,Latin
2347,Grito De Alerta,Gonzaga Jr.,Latin
2348,Não Dá Mais Pra Segurar (Explode Coração),,Latin
2349,Começaria Tudo Outra Vez,,Latin
2350,O Que É O Que É ?,,Latin
2351,Sangrando,Gonzaga Jr/Gonzaguinha,Latin
2352,"Diga Lá, Coração",,Latin
2353,Lindo Lago Do Amor,Gonzaga Jr.,Latin
2354,Eu Apenas Queria Que Voçê Soubesse,,Latin
2355,Com A Perna No Mundo,Gonzaga Jr.,Latin
2356,E Vamos À Luta,,Latin
2357,Um Homem Também Chora (Guerreiro Menino),,Latin
2358,Comportamento Geral,Gonzaga Jr,Latin
2359,Ponto De Interrogação,,Latin
2360,"Espere Por Mim, Morena",Gonzaguinha,Latin
2361,Meia-Lua Inteira,,Latin
2362,Voce e Linda,,Latin
2363,Um Indio,,Latin
2364,Podres Poderes,,Latin
